,date,ninsee,no2,o3,pm10
414745,14/11/2017,94037,43,14,39
414921,14/11/2017,95527,38,14,49
414973,15/11/2017,75103,39,3,65
414975,15/11/2017,75105,38,3,64
414980,15/11/2017,75110,40,3,65
414984,15/11/2017,75114,36,3,62
415730,15/11/2017,78575,25,8,42
415804,15/11/2017,91122,26,7,44
415846,15/11/2017,91272,27,7,44
415872,15/11/2017,91377,30,4,49
415896,15/11/2017,91471,28,6,45
415898,15/11/2017,91477,29,5,47
415963,15/11/2017,92002,32,4,52
415968,15/11/2017,92014,32,3,53
416000,15/11/2017,93005,36,5,65
416002,15/11/2017,93007,37,4,68
416005,15/11/2017,93013,38,3,68
416008,15/11/2017,93027,39,3,69
416009,15/11/2017,93029,38,3,67
416030,15/11/2017,93066,42,3,69
416037,15/11/2017,93078,33,5,63
416041,15/11/2017,94003,34,3,57
416054,15/11/2017,94037,35,3,59
416230,15/11/2017,95527,32,5,64
416282,16/11/2017,75103,44,12,60
416284,16/11/2017,75105,44,12,59
416289,16/11/2017,75110,45,11,62
416293,16/11/2017,75114,43,10,58
417039,16/11/2017,78575,29,14,40
417113,16/11/2017,91122,30,10,42
417155,16/11/2017,91272,31,12,42
417181,16/11/2017,91377,34,7,47
417205,16/11/2017,91471,32,9,44
417207,16/11/2017,91477,33,8,45
417272,16/11/2017,92002,36,7,50
417277,16/11/2017,92014,36,7,50
417309,16/11/2017,93005,37,5,69
417311,16/11/2017,93007,39,5,69
417314,16/11/2017,93013,40,6,69
417317,16/11/2017,93027,42,6,69
417318,16/11/2017,93029,40,6,68
417339,16/11/2017,93066,47,6,69
417346,16/11/2017,93078,35,6,68
417350,16/11/2017,94003,39,8,54
417363,16/11/2017,94037,40,9,55
417539,16/11/2017,95527,35,8,68
417591,17/11/2017,75103,38,11,57
417593,17/11/2017,75105,37,12,57
417598,17/11/2017,75110,40,10,57
417602,17/11/2017,75114,35,11,55
418348,17/11/2017,78575,27,7,55
418422,17/11/2017,91122,27,7,60
418464,17/11/2017,91272,28,7,58
418490,17/11/2017,91377,29,5,60
418514,17/11/2017,91471,28,6,60
418516,17/11/2017,91477,29,6,60
418581,17/11/2017,92002,30,6,58
418586,17/11/2017,92014,30,7,57
418618,17/11/2017,93005,33,11,58
418620,17/11/2017,93007,34,10,55
418623,17/11/2017,93013,36,9,55
418626,17/11/2017,93027,39,9,55
418627,17/11/2017,93029,37,9,55
418648,17/11/2017,93066,41,8,58
418655,17/11/2017,93078,29,11,60
418659,17/11/2017,94003,33,9,57
418672,17/11/2017,94037,35,10,58
418848,17/11/2017,95527,27,14,57
418900,18/11/2017,75103,41,17,42
418902,18/11/2017,75105,40,18,40
418907,18/11/2017,75110,41,17,44
418911,18/11/2017,75114,38,19,37
419657,18/11/2017,78575,22,21,30
419731,18/11/2017,91122,24,21,30
419773,18/11/2017,91272,24,21,30
419799,18/11/2017,91377,29,20,32
419823,18/11/2017,91471,25,20,30
419825,18/11/2017,91477,27,20,32
419890,18/11/2017,92002,31,19,34
419895,18/11/2017,92014,32,18,34
419927,18/11/2017,93005,35,19,49
419929,18/11/2017,93007,32,18,47
419932,18/11/2017,93013,30,18,45
419935,18/11/2017,93027,32,18,45
419936,18/11/2017,93029,32,18,45
419957,18/11/2017,93066,37,19,45
419964,18/11/2017,93078,33,19,52
419968,18/11/2017,94003,35,19,37
419981,18/11/2017,94037,37,19,39
420157,18/11/2017,95527,27,20,49
420209,19/11/2017,75103,40,23,24
420211,19/11/2017,75105,42,23,25
420216,19/11/2017,75110,42,23,25
420220,19/11/2017,75114,42,23,27
420966,19/11/2017,78575,30,25,25
421040,19/11/2017,91122,34,25,27
421082,19/11/2017,91272,33,25,27
421108,19/11/2017,91377,40,25,30
421132,19/11/2017,91471,35,25,27
421134,19/11/2017,91477,38,25,29
421199,19/11/2017,92002,41,24,30
421204,19/11/2017,92014,41,24,30
421236,19/11/2017,93005,39,24,42
421238,19/11/2017,93007,40,23,40
421241,19/11/2017,93013,45,23,39
421244,19/11/2017,93027,50,22,39
421245,19/11/2017,93029,46,23,39
421266,19/11/2017,93066,50,22,39
421273,19/11/2017,93078,37,25,45
421277,19/11/2017,94003,42,23,29
421290,19/11/2017,94037,43,23,29
421466,19/11/2017,95527,31,26,42
421518,20/11/2017,75103,33,16,29
421520,20/11/2017,75105,31,16,25
421525,20/11/2017,75110,33,16,29
421529,20/11/2017,75114,28,15,24
422275,20/11/2017,78575,15,21,20
422349,20/11/2017,91122,17,20,20
422391,20/11/2017,91272,16,21,20
422417,20/11/2017,91377,23,18,24
422441,20/11/2017,91471,18,19,20
422443,20/11/2017,91477,20,19,22
422508,20/11/2017,92002,24,16,24
422513,20/11/2017,92014,25,14,24
422545,20/11/2017,93005,34,15,42
422547,20/11/2017,93007,35,15,39
422550,20/11/2017,93013,36,15,35
422553,20/11/2017,93027,38,16,34
422554,20/11/2017,93029,37,15,37
422575,20/11/2017,93066,36,17,32
422582,20/11/2017,93078,33,15,44
422586,20/11/2017,94003,27,13,25
422599,20/11/2017,94037,29,13,25
422775,20/11/2017,95527,33,17,42
422827,21/11/2017,75103,30,15,34
422829,21/11/2017,75105,30,15,34
422834,21/11/2017,75110,30,15,34
422838,21/11/2017,75114,28,15,32
423584,21/11/2017,78575,12,21,25
423658,21/11/2017,91122,13,21,25
423700,21/11/2017,91272,13,21,25
423726,21/11/2017,91377,20,18,27
423750,21/11/2017,91471,15,20,25
423752,21/11/2017,91477,17,19,25
423817,21/11/2017,92002,21,16,29
423822,21/11/2017,92014,23,14,29
423854,21/11/2017,93005,30,15,34
423856,21/11/2017,93007,30,15,34
423859,21/11/2017,93013,30,15,32
423862,21/11/2017,93027,31,15,32
423863,21/11/2017,93029,31,14,34
423884,21/11/2017,93066,30,16,32
423891,21/11/2017,93078,29,15,34
423895,21/11/2017,94003,25,13,30
423908,21/11/2017,94037,27,13,32
424084,21/11/2017,95527,29,17,32
424136,22/11/2017,75103,40,18,42
424138,22/11/2017,75105,39,18,42
424143,22/11/2017,75110,41,18,42
424147,22/11/2017,75114,36,18,37
424893,22/11/2017,78575,13,23,27
424967,22/11/2017,91122,17,23,27
425009,22/11/2017,91272,16,23,27
425035,22/11/2017,91377,27,22,30
425059,22/11/2017,91471,19,23,29
425061,22/11/2017,91477,23,23,29
425126,22/11/2017,92002,31,21,32
425131,22/11/2017,92014,33,19,32
425163,22/11/2017,93005,35,21,35
425165,22/11/2017,93007,36,20,35
425168,22/11/2017,93013,36,19,37
425171,22/11/2017,93027,37,19,37
425172,22/11/2017,93029,35,19,37
425193,22/11/2017,93066,39,19,39
425200,22/11/2017,93078,32,22,35
425204,22/11/2017,94003,34,18,35
425217,22/11/2017,94037,36,17,37
425393,22/11/2017,95527,34,22,35
425445,23/11/2017,75103,39,25,29
425447,23/11/2017,75105,37,25,27
425452,23/11/2017,75110,39,24,29
425456,23/11/2017,75114,36,25,27
426202,23/11/2017,78575,22,28,24
426276,23/11/2017,91122,24,28,24
426318,23/11/2017,91272,25,28,24
426344,23/11/2017,91377,31,28,27
426368,23/11/2017,91471,26,28,24
426370,23/11/2017,91477,28,28,25
426435,23/11/2017,92002,32,27,27
426440,23/11/2017,92014,33,26,27
426472,23/11/2017,93005,35,27,34
426474,23/11/2017,93007,35,26,34
426477,23/11/2017,93013,36,25,32
426480,23/11/2017,93027,38,25,32
426481,23/11/2017,93029,37,26,35
426502,23/11/2017,93066,40,25,29
426509,23/11/2017,93078,34,27,30
426513,23/11/2017,94003,34,25,27
426526,23/11/2017,94037,35,25,29
426702,23/11/2017,95527,33,27,30
426754,24/11/2017,75103,38,25,24
426756,24/11/2017,75105,38,25,24
426761,24/11/2017,75110,37,25,22
426765,24/11/2017,75114,37,25,24
427511,24/11/2017,78575,19,28,19
427585,24/11/2017,91122,22,28,19
427627,24/11/2017,91272,22,28,19
427653,24/11/2017,91377,32,26,22
427677,24/11/2017,91471,24,27,19
427679,24/11/2017,91477,28,27,20
427744,24/11/2017,92002,34,26,22
427749,24/11/2017,92014,35,25,24
427781,24/11/2017,93005,42,24,25
427783,24/11/2017,93007,41,24,24
427786,24/11/2017,93013,40,24,22
427789,24/11/2017,93027,39,24,22
427790,24/11/2017,93029,40,23,24
427811,24/11/2017,93066,36,25,22
427818,24/11/2017,93078,40,24,27
427822,24/11/2017,94003,37,24,24
427835,24/11/2017,94037,37,24,24
428011,24/11/2017,95527,41,26,24
428063,25/11/2017,75103,31,21,17
428065,25/11/2017,75105,29,21,15
428070,25/11/2017,75110,31,21,17
428074,25/11/2017,75114,27,21,15
428820,25/11/2017,78575,15,25,15
428894,25/11/2017,91122,17,25,15
428936,25/11/2017,91272,17,25,15
428962,25/11/2017,91377,23,23,15
428986,25/11/2017,91471,18,25,15
428988,25/11/2017,91477,21,24,15
429053,25/11/2017,92002,23,23,15
429058,25/11/2017,92014,24,22,15
429090,25/11/2017,93005,34,23,19
429092,25/11/2017,93007,33,23,19
429095,25/11/2017,93013,32,22,17
429098,25/11/2017,93027,33,22,17
429099,25/11/2017,93029,33,22,19
429120,25/11/2017,93066,31,22,17
429127,25/11/2017,93078,36,23,20
429131,25/11/2017,94003,24,21,15
429144,25/11/2017,94037,25,21,17
429320,25/11/2017,95527,31,25,19
429372,26/11/2017,75103,23,22,15
429374,26/11/2017,75105,22,23,15
429379,26/11/2017,75110,23,21,14
429383,26/11/2017,75114,20,23,15
430129,26/11/2017,78575,12,28,14
430203,26/11/2017,91122,13,28,14
430245,26/11/2017,91272,13,28,14
430271,26/11/2017,91377,18,27,15
430295,26/11/2017,91471,14,28,14
430297,26/11/2017,91477,16,27,14
430362,26/11/2017,92002,19,26,15
430367,26/11/2017,92014,20,25,15
430399,26/11/2017,93005,21,23,17
430401,26/11/2017,93007,20,23,17
430404,26/11/2017,93013,20,23,15
430407,26/11/2017,93027,21,23,15
430408,26/11/2017,93029,21,23,17
430429,26/11/2017,93066,21,22,14
430436,26/11/2017,93078,23,24,19
430440,26/11/2017,94003,20,24,15
430453,26/11/2017,94037,20,23,15
430629,26/11/2017,95527,20,25,17
430681,27/11/2017,75103,28,21,17
430683,27/11/2017,75105,27,22,15
430688,27/11/2017,75110,28,21,17
430692,27/11/2017,75114,25,22,15
431438,27/11/2017,78575,10,27,14
431512,27/11/2017,91122,12,27,14
431554,27/11/2017,91272,12,27,14
431580,27/11/2017,91377,19,25,15
431604,27/11/2017,91471,13,26,15
431606,27/11/2017,91477,16,25,15
431671,27/11/2017,92002,21,24,15
431676,27/11/2017,92014,23,23,15
431708,27/11/2017,93005,29,22,20
431710,27/11/2017,93007,29,22,19
431713,27/11/2017,93013,29,21,19
431716,27/11/2017,93027,28,21,17
431717,27/11/2017,93029,29,22,19
431738,27/11/2017,93066,27,21,17
431745,27/11/2017,93078,28,22,20
431749,27/11/2017,94003,24,22,15
431762,27/11/2017,94037,26,22,17
431938,27/11/2017,95527,28,23,19
431990,28/11/2017,75103,39,25,15
431992,28/11/2017,75105,38,26,15
431997,28/11/2017,75110,39,25,15
432001,28/11/2017,75114,37,26,15
432747,28/11/2017,78575,27,29,14
432821,28/11/2017,91122,29,30,14
432863,28/11/2017,91272,30,30,14
432889,28/11/2017,91377,35,29,15
432913,28/11/2017,91471,31,29,14
432915,28/11/2017,91477,33,29,14
432980,28/11/2017,92002,36,29,15
432985,28/11/2017,92014,36,28,15
433017,28/11/2017,93005,42,26,19
433019,28/11/2017,93007,43,25,19
433022,28/11/2017,93013,43,25,17
433025,28/11/2017,93027,43,24,17
433026,28/11/2017,93029,43,25,19
433047,28/11/2017,93066,40,24,17
433054,28/11/2017,93078,43,25,20
433058,28/11/2017,94003,37,27,15
433071,28/11/2017,94037,37,26,15
433247,28/11/2017,95527,40,27,19
433299,29/11/2017,75103,31,13,25
433301,29/11/2017,75105,30,13,24
433306,29/11/2017,75110,33,12,27
433310,29/11/2017,75114,33,13,24
434056,29/11/2017,78575,26,20,19
434130,29/11/2017,91122,29,20,19
434172,29/11/2017,91272,29,20,19
434198,29/11/2017,91377,37,16,22
434222,29/11/2017,91471,30,19,19
434224,29/11/2017,91477,34,18,20
434289,29/11/2017,92002,37,15,22
434294,29/11/2017,92014,36,13,24
434326,29/11/2017,93005,37,14,34
434328,29/11/2017,93007,36,13,32
434331,29/11/2017,93013,34,13,30
434334,29/11/2017,93027,35,13,30
434335,29/11/2017,93029,36,13,32
434356,29/11/2017,93066,34,13,29
434363,29/11/2017,93078,38,14,35
434367,29/11/2017,94003,34,13,24
434380,29/11/2017,94037,33,12,25
434556,29/11/2017,95527,33,16,32
434608,30/11/2017,75103,37,18,22
434610,30/11/2017,75105,36,18,20
434615,30/11/2017,75110,37,17,22
434619,30/11/2017,75114,35,20,20
435365,30/11/2017,78575,22,25,15
435439,30/11/2017,91122,24,25,15
435481,30/11/2017,91272,25,25,17
435507,30/11/2017,91377,31,24,19
435531,30/11/2017,91471,26,25,17
435533,30/11/2017,91477,29,24,17
435598,30/11/2017,92002,31,23,19
435603,30/11/2017,92014,31,23,19
435635,30/11/2017,93005,36,21,22
435637,30/11/2017,93007,36,20,22
435640,30/11/2017,93013,36,20,22
435643,30/11/2017,93027,36,20,22
435644,30/11/2017,93029,36,20,22
435665,30/11/2017,93066,36,20,22
435672,30/11/2017,93078,37,21,22
435676,30/11/2017,94003,33,21,20
435689,30/11/2017,94037,34,20,20
435865,30/11/2017,95527,33,24,22
435917,01/12/2017,75103,33,20,30
435919,01/12/2017,75105,33,20,30
435924,01/12/2017,75110,35,19,32
435928,01/12/2017,75114,34,20,30
436674,01/12/2017,78575,25,23,27
436748,01/12/2017,91122,27,23,29
436790,01/12/2017,91272,28,23,29
436816,01/12/2017,91377,33,20,29
436840,01/12/2017,91471,29,22,29
436842,01/12/2017,91477,32,21,29
436907,01/12/2017,92002,34,20,29
436912,01/12/2017,92014,33,19,30
436944,01/12/2017,93005,30,23,32
436946,01/12/2017,93007,28,21,30
436949,01/12/2017,93013,29,20,29
436952,01/12/2017,93027,32,19,30
436953,01/12/2017,93029,30,20,29
436974,01/12/2017,93066,36,18,34
436981,01/12/2017,93078,32,24,34
436985,01/12/2017,94003,32,19,30
436998,01/12/2017,94037,32,19,30
437174,01/12/2017,95527,26,25,32
437226,02/12/2017,75103,30,6,63
437228,02/12/2017,75105,30,7,63
437233,02/12/2017,75110,31,6,63
437237,02/12/2017,75114,29,7,62
437983,02/12/2017,78575,23,10,55
438057,02/12/2017,91122,25,9,58
438099,02/12/2017,91272,25,10,58
438125,02/12/2017,91377,28,7,60
438149,02/12/2017,91471,26,9,59
438151,02/12/2017,91477,27,8,60
438216,02/12/2017,92002,29,7,60
438221,02/12/2017,92014,29,6,62
438253,02/12/2017,93005,28,8,54
438255,02/12/2017,93007,26,7,54
438258,02/12/2017,93013,25,7,55
438261,02/12/2017,93027,26,7,57
438262,02/12/2017,93029,26,7,55
438283,02/12/2017,93066,30,7,60
438290,02/12/2017,93078,28,8,55
438294,02/12/2017,94003,29,6,62
438307,02/12/2017,94037,29,6,63
438483,02/12/2017,95527,24,9,54
438535,03/12/2017,75103,29,4,54
438537,03/12/2017,75105,28,4,53
438542,03/12/2017,75110,30,4,54
438546,03/12/2017,75114,27,5,49
439292,03/12/2017,78575,20,10,35
439366,03/12/2017,91122,22,9,35
439408,03/12/2017,91272,22,9,35
439434,03/12/2017,91377,26,8,40
439458,03/12/2017,91471,23,8,37
439460,03/12/2017,91477,25,8,39
439525,03/12/2017,92002,26,7,42
439530,03/12/2017,92014,26,6,44
439562,03/12/2017,93005,29,4,58
439564,03/12/2017,93007,29,3,55
439567,03/12/2017,93013,29,3,54
439570,03/12/2017,93027,30,3,54
439571,03/12/2017,93029,30,3,54
439592,03/12/2017,93066,31,3,54
439599,03/12/2017,93078,29,4,60
439603,03/12/2017,94003,27,5,47
439616,03/12/2017,94037,27,4,49
439792,03/12/2017,95527,28,4,58
439844,04/12/2017,75103,40,13,60
439846,04/12/2017,75105,39,13,59
439851,04/12/2017,75110,41,11,60
439855,04/12/2017,75114,37,13,57
440601,04/12/2017,78575,28,20,37
440675,04/12/2017,91122,31,20,40
440717,04/12/2017,91272,31,20,40
440743,04/12/2017,91377,39,16,52
440767,04/12/2017,91471,33,19,42
440769,04/12/2017,91477,37,18,47
440834,04/12/2017,92002,40,15,53
440839,04/12/2017,92014,39,14,55
440871,04/12/2017,93005,40,11,67
440873,04/12/2017,93007,39,11,65
440876,04/12/2017,93013,40,10,64
440879,04/12/2017,93027,42,10,64
440880,04/12/2017,93029,41,10,64
440901,04/12/2017,93066,42,9,63
440908,04/12/2017,93078,41,11,69
440912,04/12/2017,94003,38,13,57
440925,04/12/2017,94037,37,13,59
441101,04/12/2017,95527,38,14,67
441153,05/12/2017,75103,54,11,75
441155,05/12/2017,75105,52,11,73
441160,05/12/2017,75110,56,9,73
441164,05/12/2017,75114,47,10,65
441910,05/12/2017,78575,27,10,29
441984,05/12/2017,91122,30,10,32
442026,05/12/2017,91272,30,10,32
442052,05/12/2017,91377,38,5,44
442076,05/12/2017,91471,32,9,34
442078,05/12/2017,91477,35,7,37
442143,05/12/2017,92002,41,4,49
442148,05/12/2017,92014,43,3,53
