,date,ninsee,no2,o3,pm10
360894,04/10/2017,91377,31,33,29
360918,04/10/2017,91471,23,33,25
360920,04/10/2017,91477,27,33,25
360985,04/10/2017,92002,34,32,29
360990,04/10/2017,92014,35,31,30
361022,04/10/2017,93005,40,30,40
361024,04/10/2017,93007,40,30,40
361027,04/10/2017,93013,40,30,35
361030,04/10/2017,93027,41,31,35
361031,04/10/2017,93029,41,30,40
361052,04/10/2017,93066,42,31,34
361059,04/10/2017,93078,39,29,39
361063,04/10/2017,94003,35,30,32
361076,04/10/2017,94037,36,30,34
361252,04/10/2017,95527,39,30,37
361304,05/10/2017,75103,30,19,29
361306,05/10/2017,75105,30,18,29
361311,05/10/2017,75110,31,20,29
361315,05/10/2017,75114,32,17,29
362061,05/10/2017,78575,16,21,22
362135,05/10/2017,91122,19,21,22
362177,05/10/2017,91272,19,21,22
362203,05/10/2017,91377,26,20,24
362227,05/10/2017,91471,20,21,22
362229,05/10/2017,91477,23,21,22
362294,05/10/2017,92002,27,19,25
362299,05/10/2017,92014,28,18,25
362331,05/10/2017,93005,29,20,25
362333,05/10/2017,93007,26,20,25
362336,05/10/2017,93013,26,21,24
362339,05/10/2017,93027,29,22,25
362340,05/10/2017,93029,27,21,25
362361,05/10/2017,93066,32,22,25
362368,05/10/2017,93078,29,18,25
362372,05/10/2017,94003,30,16,27
362385,05/10/2017,94037,31,16,27
362561,05/10/2017,95527,23,20,25
362613,06/10/2017,75103,32,26,25
362615,06/10/2017,75105,32,26,25
362620,06/10/2017,75110,35,26,27
362624,06/10/2017,75114,34,25,27
363370,06/10/2017,78575,24,28,22
363444,06/10/2017,91122,25,29,20
363486,06/10/2017,91272,26,29,22
363512,06/10/2017,91377,32,28,24
363536,06/10/2017,91471,27,29,20
363538,06/10/2017,91477,29,28,20
363603,06/10/2017,92002,34,27,24
363608,06/10/2017,92014,34,27,25
363640,06/10/2017,93005,36,29,25
363642,06/10/2017,93007,35,29,25
363645,06/10/2017,93013,31,29,24
363648,06/10/2017,93027,32,29,24
363649,06/10/2017,93029,35,29,24
363670,06/10/2017,93066,35,28,25
363677,06/10/2017,93078,37,28,25
363681,06/10/2017,94003,34,25,27
363694,06/10/2017,94037,33,25,27
363870,06/10/2017,95527,31,30,25
363922,07/10/2017,75103,32,24,29
363924,07/10/2017,75105,32,25,29
363929,07/10/2017,75110,33,25,27
363933,07/10/2017,75114,30,26,25
364679,07/10/2017,78575,13,30,15
364753,07/10/2017,91122,14,31,17
364795,07/10/2017,91272,14,31,17
364821,07/10/2017,91377,18,30,20
364845,07/10/2017,91471,14,30,17
364847,07/10/2017,91477,15,30,19
364912,07/10/2017,92002,20,30,20
364917,07/10/2017,92014,22,29,22
364949,07/10/2017,93005,30,28,25
364951,07/10/2017,93007,30,28,24
364954,07/10/2017,93013,30,28,22
364957,07/10/2017,93027,31,29,24
364958,07/10/2017,93029,31,28,24
364979,07/10/2017,93066,32,29,22
364986,07/10/2017,93078,27,28,25
364990,07/10/2017,94003,27,27,24
365003,07/10/2017,94037,30,27,25
365179,07/10/2017,95527,27,29,24
365231,08/10/2017,75103,17,23,20
365233,08/10/2017,75105,17,24,19
365238,08/10/2017,75110,23,23,20
365242,08/10/2017,75114,20,24,19
365988,08/10/2017,78575,11,22,15
366062,08/10/2017,91122,15,23,15
366104,08/10/2017,91272,14,23,15
366130,08/10/2017,91377,18,25,17
366154,08/10/2017,91471,16,23,15
366156,08/10/2017,91477,16,25,15
366221,08/10/2017,92002,18,25,17
366226,08/10/2017,92014,18,25,17
366258,08/10/2017,93005,25,23,17
366260,08/10/2017,93007,23,23,17
366263,08/10/2017,93013,22,23,15
366266,08/10/2017,93027,24,23,17
366267,08/10/2017,93029,22,23,17
366288,08/10/2017,93066,27,24,19
366295,08/10/2017,93078,26,23,17
366299,08/10/2017,94003,19,24,19
366312,08/10/2017,94037,19,24,19
366488,08/10/2017,95527,24,23,17
366540,09/10/2017,75103,37,23,25
366542,09/10/2017,75105,35,25,24
366547,09/10/2017,75110,38,25,25
366551,09/10/2017,75114,34,26,24
367297,09/10/2017,78575,19,30,15
367371,09/10/2017,91122,22,32,15
367413,09/10/2017,91272,22,31,15
367439,09/10/2017,91377,32,31,20
367463,09/10/2017,91471,24,32,15
367465,09/10/2017,91477,28,31,19
367530,09/10/2017,92002,35,31,22
367535,09/10/2017,92014,36,29,22
367567,09/10/2017,93005,35,26,29
367569,09/10/2017,93007,35,26,29
367572,09/10/2017,93013,36,26,27
367575,09/10/2017,93027,37,27,27
367576,09/10/2017,93029,37,26,29
367597,09/10/2017,93066,38,27,25
367604,09/10/2017,93078,34,26,29
367608,09/10/2017,94003,36,28,24
367621,09/10/2017,94037,36,27,25
367797,09/10/2017,95527,33,27,25
367849,10/10/2017,75103,27,15,20
367851,10/10/2017,75105,27,16,19
367856,10/10/2017,75110,28,18,20
367860,10/10/2017,75114,25,17,19
368606,10/10/2017,78575,17,23,12
368680,10/10/2017,91122,18,22,14
368722,10/10/2017,91272,18,23,14
368748,10/10/2017,91377,23,22,15
368772,10/10/2017,91471,19,22,14
368774,10/10/2017,91477,21,22,14
368839,10/10/2017,92002,25,21,15
368844,10/10/2017,92014,26,20,17
368876,10/10/2017,93005,25,15,20
368878,10/10/2017,93007,24,15,19
368881,10/10/2017,93013,25,16,19
368884,10/10/2017,93027,27,17,19
368885,10/10/2017,93029,26,16,19
368906,10/10/2017,93066,28,18,20
368913,10/10/2017,93078,27,14,22
368917,10/10/2017,94003,26,18,19
368930,10/10/2017,94037,26,17,19
369106,10/10/2017,95527,22,16,19
369158,11/10/2017,75103,37,20,24
369160,11/10/2017,75105,38,20,24
369165,11/10/2017,75110,37,22,22
369169,11/10/2017,75114,38,21,24
369915,11/10/2017,78575,24,26,19
369989,11/10/2017,91122,27,26,20
370031,11/10/2017,91272,27,26,20
370057,11/10/2017,91377,34,24,22
370081,11/10/2017,91471,28,25,20
370083,11/10/2017,91477,32,25,22
370148,11/10/2017,92002,35,24,22
370153,11/10/2017,92014,36,23,24
370185,11/10/2017,93005,35,24,24
370187,11/10/2017,93007,35,24,24
370190,11/10/2017,93013,36,24,22
370193,11/10/2017,93027,36,24,22
370194,11/10/2017,93029,36,24,24
370215,11/10/2017,93066,36,24,20
370222,11/10/2017,93078,33,24,24
370226,11/10/2017,94003,38,22,24
370239,11/10/2017,94037,38,21,24
370415,11/10/2017,95527,33,25,20
370467,12/10/2017,75103,37,20,27
370469,12/10/2017,75105,37,20,27
370474,12/10/2017,75110,36,21,27
370478,12/10/2017,75114,35,21,27
371224,12/10/2017,78575,14,28,22
371298,12/10/2017,91122,17,27,22
371340,12/10/2017,91272,17,27,22
371366,12/10/2017,91377,27,26,24
371390,12/10/2017,91471,19,26,22
371392,12/10/2017,91477,23,26,24
371457,12/10/2017,92002,30,25,25
371462,12/10/2017,92014,31,24,25
371494,12/10/2017,93005,34,23,25
371496,12/10/2017,93007,34,22,25
371499,12/10/2017,93013,34,22,25
371502,12/10/2017,93027,35,22,25
371503,12/10/2017,93029,34,22,25
371524,12/10/2017,93066,35,22,25
371531,12/10/2017,93078,33,23,25
371535,12/10/2017,94003,34,23,27
371548,12/10/2017,94037,35,22,27
371724,12/10/2017,95527,32,23,24
371776,13/10/2017,75103,49,19,35
371778,13/10/2017,75105,49,20,34
371783,13/10/2017,75110,48,21,35
371787,13/10/2017,75114,47,22,32
372533,13/10/2017,78575,25,28,14
372607,13/10/2017,91122,30,26,19
372649,13/10/2017,91272,30,28,15
372675,13/10/2017,91377,39,25,29
372699,13/10/2017,91471,33,25,19
372701,13/10/2017,91477,37,25,22
372766,13/10/2017,92002,41,24,30
372771,13/10/2017,92014,42,23,29
372803,13/10/2017,93005,39,15,37
372805,13/10/2017,93007,40,15,35
372808,13/10/2017,93013,42,17,34
372811,13/10/2017,93027,47,18,35
372812,13/10/2017,93029,42,17,35
372833,13/10/2017,93066,51,21,35
372840,13/10/2017,93078,37,16,35
372844,13/10/2017,94003,44,21,32
372857,13/10/2017,94037,45,21,34
373033,13/10/2017,95527,37,15,35
373085,14/10/2017,75103,46,25,47
373087,14/10/2017,75105,45,28,47
373092,14/10/2017,75110,47,26,47
373096,14/10/2017,75114,43,31,44
373842,14/10/2017,78575,24,35,22
373916,14/10/2017,91122,27,34,25
373958,14/10/2017,91272,28,35,25
373984,14/10/2017,91377,40,33,37
374008,14/10/2017,91471,30,33,27
374010,14/10/2017,91477,35,33,32
374075,14/10/2017,92002,41,33,39
374080,14/10/2017,92014,41,33,40
374112,14/10/2017,93005,44,33,39
374114,14/10/2017,93007,47,32,40
374117,14/10/2017,93013,49,32,42
374120,14/10/2017,93027,51,32,45
374121,14/10/2017,93029,48,32,42
374142,14/10/2017,93066,54,31,53
374149,14/10/2017,93078,40,34,37
374153,14/10/2017,94003,42,33,42
374166,14/10/2017,94037,43,33,44
374342,14/10/2017,95527,40,33,37
374394,15/10/2017,75103,42,25,44
374396,15/10/2017,75105,40,27,44
374401,15/10/2017,75110,42,26,44
374405,15/10/2017,75114,36,29,40
375151,15/10/2017,78575,14,31,32
375225,15/10/2017,91122,17,31,34
375267,15/10/2017,91272,17,31,34
375293,15/10/2017,91377,26,32,35
375317,15/10/2017,91471,19,31,34
375319,15/10/2017,91477,23,32,35
375384,15/10/2017,92002,29,31,37
375389,15/10/2017,92014,30,31,37
375421,15/10/2017,93005,36,31,42
375423,15/10/2017,93007,38,30,42
375426,15/10/2017,93013,38,29,42
375429,15/10/2017,93027,41,29,44
375430,15/10/2017,93029,38,29,42
375451,15/10/2017,93066,43,29,45
375458,15/10/2017,93078,31,33,40
375462,15/10/2017,94003,33,29,39
375475,15/10/2017,94037,35,29,40
375651,15/10/2017,95527,35,31,40
375703,16/10/2017,75103,42,19,59
375705,16/10/2017,75105,41,20,59
375710,16/10/2017,75110,41,20,58
375714,16/10/2017,75114,39,23,57
376460,16/10/2017,78575,15,31,45
376534,16/10/2017,91122,19,31,47
376576,16/10/2017,91272,18,31,47
376602,16/10/2017,91377,31,28,52
376626,16/10/2017,91471,21,30,49
376628,16/10/2017,91477,26,29,50
376693,16/10/2017,92002,33,27,53
376698,16/10/2017,92014,35,25,53
376730,16/10/2017,93005,39,25,53
376732,16/10/2017,93007,37,23,54
376735,16/10/2017,93013,36,23,54
376738,16/10/2017,93027,38,24,55
376739,16/10/2017,93029,37,23,54
376760,16/10/2017,93066,37,24,55
376767,16/10/2017,93078,39,26,52
376771,16/10/2017,94003,38,23,55
376784,16/10/2017,94037,40,23,55
376960,16/10/2017,95527,40,25,52
377012,17/10/2017,75103,47,25,63
377014,17/10/2017,75105,47,25,64
377019,17/10/2017,75110,47,24,64
377023,17/10/2017,75114,48,25,64
377769,17/10/2017,78575,36,25,57
377843,17/10/2017,91122,39,26,57
377885,17/10/2017,91272,39,25,58
377911,17/10/2017,91377,44,26,62
377935,17/10/2017,91471,41,25,58
377937,17/10/2017,91477,43,25,60
378002,17/10/2017,92002,47,26,64
378007,17/10/2017,92014,47,26,64
378039,17/10/2017,93005,39,26,63
378041,17/10/2017,93007,41,24,63
378044,17/10/2017,93013,44,23,63
378047,17/10/2017,93027,45,23,65
378048,17/10/2017,93029,45,24,63
378069,17/10/2017,93066,47,22,68
378076,17/10/2017,93078,35,28,64
378080,17/10/2017,94003,48,25,65
378093,17/10/2017,94037,48,26,65
378269,17/10/2017,95527,32,29,63
378321,18/10/2017,75103,44,16,54
378323,18/10/2017,75105,44,18,54
378328,18/10/2017,75110,46,17,54
378332,18/10/2017,75114,47,19,54
379078,18/10/2017,78575,26,27,40
379152,18/10/2017,91122,29,27,42
379194,18/10/2017,91272,29,27,42
379220,18/10/2017,91377,38,26,45
379244,18/10/2017,91471,31,26,42
379246,18/10/2017,91477,35,26,45
379311,18/10/2017,92002,41,26,49
379316,18/10/2017,92014,42,23,49
379348,18/10/2017,93005,41,25,49
379350,18/10/2017,93007,42,22,50
379353,18/10/2017,93013,44,20,52
